RESTAURANT_NAME,DATE,NUM_ORDERS,PERC_DELIVERY
Columbia,2018-04-21,821,0.0889159561510353
Columbia,2018-04-22,784,0.0739795918367346
Columbia,2018-04-23,749,0.0907877169559412
Columbia,2018-04-24,774,0.0891472868217054
Columbia,2018-04-25,757,0.0845442536327609
Columbia,2018-04-26,797,0.0890840652446675
Columbia,2018-04-27,758,0.0804749340369393
Columbia,2018-04-28,773,0.0776196636481241
Columbia,2018-04-29,744,0.0967741935483871
Columbia,2018-04-30,784,0.072704081632653
Columbia,2018-05-01,687,0.0844250363901018
Columbia,2018-05-02,674,0.102373887240356
Columbia,2018-05-03,670,0.117910447761194
Columbia,2018-05-04,692,0.1213872832369942
Columbia,2018-05-05,720,0.0861111111111111
Columbia,2018-05-06,737,0.0664857530529172
Columbia,2018-05-07,701,0.1027104136947218
Columbia,2018-05-08,736,0.0842391304347826
Columbia,2018-05-09,690,0.0913043478260869
Columbia,2018-05-10,730,0.1013698630136986
Columbia,2018-05-11,718,0.0905292479108635
Columbia,2018-05-12,709,0.0719322990126939
Columbia,2018-05-13,750,0.084
Columbia,2018-05-14,731,0.0930232558139534
Columbia,2018-05-15,712,0.1418539325842696
Columbia,2018-05-16,733,0.0763983628922237
Columbia,2018-05-17,693,0.0923520923520923
Columbia,2018-05-18,750,0.06
Columbia,2018-05-19,739,0.1069012178619756
Columbia,2018-05-20,694,0.0965417867435158
Columbia,2018-05-21,707,0.1032531824611032
Columbia,2018-05-22,715,0.1188811188811188
Columbia,2018-05-23,722,0.0914127423822714
Columbia,2018-05-24,653,0.113323124042879
Columbia,2018-05-25,694,0.0951008645533141
Columbia,2018-05-26,659,0.0758725341426403
Columbia,2018-05-27,718,0.0905292479108635
Columbia,2018-05-28,713,0.0925666199158485
Columbia,2018-05-29,665,0.1203007518796992
Columbia,2018-05-30,655,0.0961832061068702
Columbia,2018-05-31,695,0.0906474820143884
Columbia,2018-06-01,667,0.0854572713643178
Columbia,2018-06-02,614,0.1188925081433224
Columbia,2018-06-03,696,0.1020114942528735
Columbia,2018-06-04,627,0.0940988835725677
Columbia,2018-06-05,644,0.093167701863354
Columbia,2018-06-06,715,0.0923076923076923
Columbia,2018-06-07,716,0.1047486033519553
Columbia,2018-06-08,683,0.1054172767203514
Columbia,2018-06-09,618,0.0938511326860841
Columbia,2018-06-10,665,0.075187969924812
Columbia,2018-06-11,684,0.0730994152046783
Columbia,2018-06-12,658,0.0927051671732522
Columbia,2018-06-13,679,0.1089837997054491
Columbia,2018-06-14,602,0.1112956810631229
Columbia,2018-06-15,687,0.0887918486171761
Columbia,2018-06-16,541,0.0961182994454713
Columbia,2018-06-17,577,0.1109185441941074
Columbia,2018-06-18,611,0.1194762684124386
Columbia,2018-06-19,568,0.1109154929577464
Columbia,2018-06-20,614,0.1302931596091205
Columbia,2018-06-21,565,0.0902654867256637
Columbia,2018-06-22,639,0.0876369327073552
Columbia,2018-06-23,639,0.0907668231611893
Columbia,2018-06-24,547,0.0950639853747714
Columbia,2018-06-25,587,0.1175468483816013
Columbia,2018-06-26,524,0.1068702290076335
Columbia,2018-06-27,527,0.1005692599620493
Columbia,2018-06-28,528,0.1306818181818181
Columbia,2018-06-29,460,0.1021739130434782
Columbia,2018-06-30,474,0.1286919831223628
Columbia,2018-07-01,441,0.1201814058956916
Columbia,2018-07-02,464,0.1142241379310344
Columbia,2018-07-03,503,0.1312127236580517
Columbia,2018-07-04,495,0.1232323232323232
Columbia,2018-07-05,461,0.088937093275488
Columbia,2018-07-06,485,0.0969072164948453
Columbia,2018-07-07,530,0.1113207547169811
Columbia,2018-07-08,506,0.0869565217391304
Columbia,2018-07-09,490,0.1142857142857142
Columbia,2018-07-10,439,0.1070615034168565
Columbia,2018-07-11,446,0.0784753363228699
Columbia,2018-07-12,482,0.1016597510373444
Columbia,2018-07-13,450,0.0844444444444444
Columbia,2018-07-14,426,0.1009389671361502
Columbia,2018-07-15,453,0.0883002207505518
Columbia,2018-07-16,442,0.083710407239819
Columbia,2018-07-17,478,0.0941422594142259
Columbia,2018-07-18,468,0.1025641025641025
Columbia,2018-07-19,438,0.093607305936073
Columbia,2018-07-20,471,0.0615711252653927
Columbia,2018-07-21,497,0.0865191146881287
Columbia,2018-07-22,500,0.092
Columbia,2018-07-23,467,0.1134903640256959
Columbia,2018-07-24,462,0.106060606060606
Columbia,2018-07-25,498,0.1004016064257028
Columbia,2018-07-26,485,0.1319587628865979
Columbia,2018-07-27,524,0.1183206106870229
Columbia,2018-07-28,443,0.1151241534988713
Columbia,2018-07-29,535,0.1214953271028037
Columbia,2018-07-30,499,0.0601202404809619
Columbia,2018-07-31,569,0.1230228471001757
Columbia,2018-08-01,495,0.1111111111111111
Columbia,2018-08-02,520,0.1038461538461538
Columbia,2018-08-03,491,0.109979633401222
Columbia,2018-08-04,567,0.1164021164021164
Columbia,2018-08-05,458,0.1135371179039301
Columbia,2018-08-06,507,0.0946745562130177
Columbia,2018-08-07,543,0.143646408839779
Columbia,2018-08-08,513,0.0896686159844054
Columbia,2018-08-09,546,0.1025641025641025
Columbia,2018-08-10,544,0.1047794117647058
Columbia,2018-08-11,618,0.116504854368932
Columbia,2018-08-12,563,0.1065719360568383
Columbia,2018-08-13,578,0.0968858131487889
Columbia,2018-08-14,604,0.1158940397350993
Columbia,2018-08-15,576,0.1145833333333333
Columbia,2018-08-16,517,0.1218568665377176
Columbia,2018-08-17,608,0.1282894736842105
Columbia,2018-08-18,593,0.1551433389544688
Columbia,2018-08-19,654,0.091743119266055
Columbia,2018-08-20,657,0.106544901065449
Columbia,2018-08-21,679,0.0986745213549337
Columbia,2018-08-22,550,0.1072727272727272
Columbia,2018-08-23,645,0.1255813953488372
Columbia,2018-08-24,640,0.09375
Columbia,2018-08-25,644,0.1149068322981366
Columbia,2018-08-26,625,0.0896
Columbia,2018-08-27,614,0.1368078175895765
Columbia,2018-08-28,581,0.1256454388984509
Columbia,2018-08-29,603,0.1194029850746268
Columbia,2018-08-30,615,0.1040650406504065
Columbia,2018-08-31,664,0.0948795180722891
Columbia,2018-09-01,689,0.058055152394775
Columbia,2018-09-02,672,0.1041666666666666
Columbia,2018-09-03,677,0.1078286558345642
Columbia,2018-09-04,582,0.1099656357388316
Columbia,2018-09-05,641,0.1045241809672386
Columbia,2018-09-06,625,0.1168
Columbia,2018-09-07,700,0.0914285714285714
Columbia,2018-09-08,752,0.0784574468085106
Columbia,2018-09-09,774,0.08656330749354
Columbia,2018-09-10,763,0.1087811271297509
Columbia,2018-09-11,747,0.1044176706827309
Columbia,2018-09-12,697,0.1205164992826398
Columbia,2018-09-13,666,0.084084084084084
Columbia,2018-09-14,682,0.0967741935483871
Columbia,2018-09-15,733,0.0859481582537517
Columbia,2018-09-16,729,0.093278463648834
Columbia,2018-09-17,679,0.1119293078055964
Columbia,2018-09-18,750,0.1213333333333333
Columbia,2018-09-19,708,0.097457627118644
Columbia,2018-09-20,729,0.0795610425240054
Columbia,2018-09-21,733,0.0818553888130968
Columbia,2018-09-22,715,0.0909090909090909
Columbia,2018-09-23,728,0.0879120879120879
Columbia,2018-09-24,815,0.0981595092024539
Columbia,2018-09-25,708,0.1172316384180791
Columbia,2018-09-26,689,0.1088534107402031
Columbia,2018-09-27,724,0.0828729281767955
Columbia,2018-09-28,747,0.072289156626506
Columbia,2018-09-29,752,0.0877659574468085
Columbia,2018-09-30,713,0.1037868162692847
Columbia,2018-10-01,656,0.0960365853658536
Columbia,2018-10-02,752,0.0944148936170212
Columbia,2018-10-03,709,0.077574047954866
Columbia,2018-10-04,702,0.0811965811965812
Columbia,2018-10-05,737,0.073270013568521
Columbia,2018-10-06,776,0.0798969072164948
Columbia,2018-10-07,719,0.0723226703755215
Columbia,2018-10-08,695,0.0863309352517985
Columbia,2018-10-09,727,0.077028885832187
Columbia,2018-10-10,705,0.0978723404255319
Columbia,2018-10-11,739,0.1515561569688768
Columbia,2018-10-12,708,0.0903954802259887
Columbia,2018-10-13,765,0.0836601307189542
Columbia,2018-10-14,758,0.0857519788918205
Columbia,2018-10-15,734,0.1171662125340599
Columbia,2018-10-16,767,0.0925684485006518
Columbia,2018-10-17,752,0.089095744680851
Columbia,2018-10-18,715,0.0825174825174825
Columbia,2018-10-19,723,0.1023513139695712
Columbia,2018-10-20,757,0.0845442536327609
Columbia,2018-10-21,765,0.1019607843137254
Columbia,2018-10-22,771,0.0674448767833981
Columbia,2018-10-23,769,0.0702210663198959
Columbia,2018-10-24,756,0.1044973544973544
Columbia,2018-10-25,761,0.090670170827858
Columbia,2018-10-26,757,0.0977542932628798
Columbia,2018-10-27,763,0.0720838794233289
Columbia,2018-10-28,738,0.0948509485094851
Columbia,2018-10-29,779,0.0706033376123234
Columbia,2018-10-30,754,0.0822281167108753
Columbia,2018-10-31,751,0.0865512649800266
Columbia,2018-11-01,747,0.0990629183400267
Columbia,2018-11-02,707,0.099009900990099
Columbia,2018-11-03,759,0.0803689064558629
Columbia,2018-11-04,727,0.0839064649243466
Columbia,2018-11-05,732,0.0928961748633879
Columbia,2018-11-06,770,0.1324675324675324
Columbia,2018-11-07,738,0.0745257452574525
Columbia,2018-11-08,760,0.1026315789473684
Columbia,2018-11-09,815,0.1214723926380368
Columbia,2018-11-10,741,0.1079622132253711
Columbia,2018-11-11,782,0.1035805626598465
Columbia,2018-11-12,756,0.0833333333333333
Columbia,2018-11-13,740,0.0824324324324324
Columbia,2018-11-14,728,0.1167582417582417
Columbia,2018-11-15,735,0.1578231292517006
Columbia,2018-11-16,771,0.0635538261997405
Columbia,2018-11-17,784,0.0931122448979591
Columbia,2018-11-18,741,0.0985155195681511
Columbia,2018-11-19,728,0.0947802197802197
Columbia,2018-11-20,746,0.0898123324396782
Columbia,2018-11-21,689,0.1074020319303338
Columbia,2018-11-22,681,0.1424375917767988
Columbia,2018-11-23,676,0.1168639053254437
Columbia,2018-11-24,726,0.1046831955922865
Columbia,2018-11-25,734,0.0953678474114441
Columbia,2018-11-26,767,0.1238591916558018
Columbia,2018-11-27,707,0.1046676096181046
Columbia,2018-11-28,732,0.0942622950819672
Columbia,2018-11-29,749,0.1001335113484646
Columbia,2018-11-30,776,0.0902061855670103
Columbia,2018-12-01,730,0.1013698630136986
Columbia,2018-12-02,818,0.0916870415647921
Columbia,2018-12-03,813,0.1156211562115621
Columbia,2018-12-04,768,0.0924479166666666
Columbia,2018-12-05,764,0.1099476439790576
Columbia,2018-12-06,735,0.1047619047619047
Columbia,2018-12-07,712,0.0912921348314606
Columbia,2018-12-08,749,0.1308411214953271
Columbia,2018-12-09,731,0.1108071135430916
